sex,country_code,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,age12,age13,age14,age15,age16,age17,age18
0,108,2116978,1912941,1628911,1317659,1088697,999325,923451,746542,521541,340938,264195,236389,207546,155657,85309,42904,23303,12559
1,108,1069292,964309,818289,659637,542626,495426,456625,369276,257111,163898,122055,109100,97303,72936,38591,17913,9188,4571
2,108,1047686,948632,810622,658022,546071,503899,466826,377266,264430,177040,142140,127289,110243,82721,46718,24991,14115,7988
0,174,125414,117488,106147,93528,82623,73742,66216,57319,46276,36708,29740,24037,18709,13286,7989,4577,2440,1172
1,174,63885,59796,53993,47520,41937,37391,33519,28944,23276,18366,14783,11822,9035,6262,3689,2029,1024,451
2,174,61529,57692,52154,46008,40686,36351,32697,28375,23000,18342,14957,12215,9674,7024,4300,2548,1416,721
0,231,17261892,15810824,14313621,13270742,12278598,10529336,8255000,6674682,5381432,4354873,3521543,2679165,2138518,1668087,1229906,805126,411500,227853
1,231,8759006,8009182,7235545,6689516,6188420,5311496,4145443,3302183,2649610,2185184,1739976,1265952,981834,772495,563093,363181,186606,99471
2,231,8502886,7801642,7078076,6581226,6090178,5217840,4109557,3372499,2731822,2169689,1781567,1413213,1156684,895592,666813,441945,224894,128382
0,232,506095,471684,487419,417105,301525,274422,277213,219204,150680,138822,104384,79897,70859,58325,47466,31560,16528,9060
1,232,258177,240974,248811,212615,152159,137747,139344,109955,74066,67328,50359,38472,34275,26738,20854,13662,6921,3433
2,232,247918,230710,238608,204490,149366,136675,137869,109249,76614,71494,54025,41425,36584,31587,26612,17898,9607,5627
0,262,96776,99931,91639,89501,91047,88122,87039,80208,70144,58753,45871,37510,29242,19799,14189,9316,4616,2395
1,262,49706,49782,48732,49342,49451,47546,46038,41173,36426,31620,24024,19326,15098,9789,6866,4467,2115,1023
2,262,47070,50149,42907,40159,41596,40576,41001,39035,33718,27133,21847,18184,14144,10010,7323,4849,2501,1372
0,404,7169506,6984190,6875170,6316580,5540272,4640522,4114538,3673124,2999735,2345215,1770250,1312676,966538,689273,435574,223433,105481,53147
1,404,3625985,3516815,3462679,3178750,2775363,2311460,2038731,1814568,1479032,1152940,863612,628827,449131,306919,184578,89120,38446,17368
2,404,3543521,3467375,3412491,3137830,2764909,2329062,2075807,1858556,1520703,1192275,906638,683849,517407,382354,250996,134313,67035,35779
0,450,4292918,3804700,3443935,3129707,2810713,2395997,1963280,1633403,1390071,1154521,923692,729325,564951,417589,257818,141777,77722,45956
1,450,2170579,1922559,1735141,1570162,1403865,1193554,978543,815596,693943,571855,452232,352174,268696,196112,118321,62479,33693,20252
2,450,2122339,1882141,1708794,1559545,1406848,1202443,984737,817807,696128,582666,471460,377151,296255,221477,139497,79298,44029,25704
0,454,3038921,2792552,2646436,2330616,1955689,1639452,1381376,1094367,861600,686449,524371,394910,296836,215058,155711,99384,47443,19667
1,454,1534497,1409738,1331197,1166527,973680,808790,673767,531068,418005,331662,248277,181437,132157,92711,63370,37137,15897,5717
2,454,1504424,1382814,1315239,1164089,982009,830662,707609,563299,443595,354787,276094,213473,164679,122347,92341,62247,31546,13950
0,480,63584,65983,75156,90222,93945,100561,94444,84506,95741,88848,81285,88232,79742,65064,49295,28936,15888,13288
1,480,32415,33621,38285,45980,47564,50546,47266,42379,48143,44586,40505,43301,38426,30479,22039,12114,6110,4197
2,480,31169,32362,36871,44242,46381,50015,47178,42127,47598,44262,40780,44931,41316,34585,27256,16822,9778,9091
0,508,5388621,4769553,4243147,3745312,3145162,2557246,2091835,1730719,1393973,1083063,839141,656108,503017,381079,274241,168797,83120,35329
1,508,2706089,2393819,2123514,1864618,1556254,1257915,1024441,833584,655381,488395,355907,274022,210443,154564,104847,59407,26538,9904
2,508,2682532,2375734,2119633,1880694,1588908,1299331,1067394,897135,738592,594668,483234,382086,292574,226515,169394,109390,56582,25425
0,638,63404,66664,67505,69906,66523,57337,50594,49289,54853,58530,63379,62787,53123,43612,31689,21132,14161,13575
1,638,32151,33887,34341,35537,33940,28730,23939,22341,25026,27581,30510,30164,25538,20692,14820,9631,5924,4638
2,638,31253,32777,33164,34369,32583,28607,26655,26948,29827,30949,32869,32623,27585,22920,16869,11501,8237,8937
0,646,1948434,1741847,1599170,1428375,1241030,1070574,991096,898122,689759,506619,375942,362081,299555,200883,126600,70705,31828,17846
1,646,982833,875677,799484,710339,615396,524503,489991,429275,325752,240152,180944,181386,145703,91045,52703,26504,11480,6373
2,646,965601,866170,799686,718036,625634,546071,501105,468847,364007,266467,194998,180695,153852,109838,73897,44201,20348,11473
0,706,2993930,2509616,2205661,1917508,1629274,1284139,952978,718273,580919,507823,430432,344537,273306,209352,143627,82528,39317,18585
1,706,1508146,1263013,1109460,962658,815930,639947,472422,353705,283188,244565,205325,165676,134125,103170,70053,39181,17518,7673
2,706,1485784,1246603,1096201,954850,813344,644192,480556,364568,297731,263258,225107,178861,139181,106182,73574,43347,21799,10912
0,716,2003496,2213877,2045423,1717631,1440542,1162591,1005209,902301,780174,588918,419271,325725,253266,194046,126458,81974,48223,22301
1,716,1008108,1111232,1024445,855253,707075,543071,438553,393938,354859,271162,192536,145394,106233,75714,46583,28015,14848,5430
2,716,995388,1102645,1020978,862378,733467,619520,566656,508363,425315,317756,226735,180331,147033,118332,79875,53959,33375,16871
0,728,1739885,1574408,1424197,1250510,1097133,946631,787826,629597,511988,424759,347765,278073,213470,151877,110822,74322,37194,18060
1,728,881390,796971,720539,631536,552045,474546,393786,314086,254940,210491,170614,134439,101399,70653,51264,34100,16474,7479
2,728,858495,777437,703658,618974,545088,472085,394040,315511,257048,214268,177151,143634,112071,81224,59558,40222,20720,10581
0,800,7965398,7330095,6520204,5602585,4652708,3809144,3082824,2445729,1918006,1485575,1151401,864479,617724,435510,284564,162697,73616,30614
1,800,4024824,3697400,3285458,2816970,2302773,1848708,1480204,1168953,916289,714259,556054,409761,280477,186281,114437,61097,25283,8939
2,800,3940574,3632695,3234746,2785615,2349935,1960436,1602620,1276776,1001717,771316,595347,454718,337247,249229,170127,101600,48333,21675
0,834,10184524,8996691,8031320,6910132,5651814,4795851,4145408,3476709,2876849,2315177,1804713,1375104,1025152,727405,496660,296056,135773,53204
1,834,5149376,4549020,4060653,3485199,2838088,2401302,2069004,1731250,1433100,1151944,891614,667222,483411,331351,213852,118995,50592,17735
2,834,5035148,4447671,3970667,3424933,2813726,2394549,2076404,1745459,1443749,1163233,913099,707882,541741,396054,282808,177061,85181,35469
0,894,3055867,2807838,2544405,2243702,1885682,1538114,1271387,1056730,870276,673852,483509,354062,260112,180237,120223,72456,35878,15908
1,894,1545030,1416979,1281807,1125356,938166,757237,619872,514198,425712,330246,234784,167881,118256,76874,48089,26641,11575,4198
2,894,1510837,1390859,1262598,1118346,947516,780877,651515,542532,444564,343606,248725,186181,141856,103363,72134,45815,24303,11710
0,910,70060353,64114314,58392698,51979964,45085994,37990707,31566219,26194306,21216754,16870327,13198178,10219085,7882706,5834155,4003286,2421303,1206440,612448
1,910,35424218,32366859,29434336,26127109,22551495,18883686,15583138,12827423,10364906,8256835,6382820,4833195,3636902,2628653,1740517,1007327,481235,229532
2,910,34636135,31747455,28958362,25852855,22534499,19107021,15983081,13366883,10851848,8613492,6815358,5385890,4245804,3205502,2262769,1413976,725205,382916
0,120,4233256,3863403,3478020,3027919,2560143,2215837,1952408,1651657,1312244,1016163,786948,601843,448432,327458,221688,129204,61194,23727
1,120,2136965,1949162,1752946,1522855,1284488,1109484,976338,826103,656756,507318,390037,294295,214768,152726,99878,55752,25110,9044
2,120,2096291,1914241,1725074,1505064,1275655,1106353,976070,825554,655488,508845,396911,307548,233664,174732,121810,73452,36084,14683
0,140,756428,701953,676154,621993,520195,392458,294308,234878,190512,160061,134076,107625,84075,61230,39595,23862,12236,5039
1,140,381285,352941,339382,311432,260264,196314,147146,117229,94116,78126,64533,50311,37617,26041,15927,8935,4153,1405
2,140,375143,349012,336772,310561,259931,196144,147162,117649,96396,81935,69543,57314,46458,35189,23668,14927,8083,3634
0,148,3055271,2644642,2298853,1969967,1643129,1339014,1068385,840880,658733,512353,391532,306390,245363,190120,124026,70773,36477,17666
1,148,1538864,1327749,1152161,985936,822563,670170,534638,421104,330006,255541,192748,147867,115744,87063,56546,32311,16049,7085
2,148,1516407,1316893,1146692,984031,820566,668844,533747,419776,328727,256812,198784,158523,129619,103057,67480,38462,20428,10581
0,178,840371,792576,722217,615956,509862,422505,364804,332980,304389,259531,205432,153442,107711,73182,47417,27439,12963,5024
1,178,424753,400032,363928,309733,255816,211753,182764,166413,151860,129498,102065,75230,51506,33724,20642,11157,4918,1712
2,178,415618,392544,358289,306223,254046,210752,182040,166567,152529,130033,103367,78212,56205,39458,26775,16282,8045,3312
0,180,16483743,14416294,12328831,10214762,8315086,6864366,5710896,4725067,3883679,3175231,2582881,2059385,1588976,1168523,824357,516548,257571,124586
1,180,8323522,7270969,6211459,5135611,4164117,3427448,2845020,2347324,1923171,1565789,1265803,1000079,762120,552000,378846,228768,109320,48612
2,180,8160221,7145325,6117372,5079151,4150969,3436918,2865876,2377743,1960508,1609442,1317078,1059306,826856,616523,445511,287780,148251,75974
0,226,209448,182552,157804,137997,144694,156393,149287,114994,73604,48382,38331,28150,19892,15611,10029,5577,2779,1149
